review_id,prof_ID,rating,predicted_topic,review_clauses,similarity
5850,186,4.0,instructional_effectiveness,explains ideas well and can offer alternative explanations.,[0.58 0.20 0.19]
5850,186,4.0,instructional_effectiveness,"writes down everything he says and posts online this can be annoying in class but makes it easy to miss class, but don't skip he's super funny!",[0.31 0.16 0.27]
5851,186,3.5,misc,loved the guy.,[0.16 0.05 -0.04]
5851,186,3.5,instructional_effectiveness,interesting despite the topic and always cracks jokes.,[0.36 0.10 0.13]
5851,186,3.5,fairness,easy grader and throws a huge curve at the end of the semester.,[0.46 0.59 0.53]
5852,186,4.5,instructional_effectiveness,"it's not an easy class, but he definitely helps.",[0.51 0.27 0.39]
5852,186,4.5,workload,the homework problems are very similar to those on the quizzes and tests.,[0.40 0.32 0.49]
5853,186,5.0,misc,"i love this guy, really cool!",[0.17 0.02 0.00]
5854,186,3.5,instructional_effectiveness,"funny guy, really smart.",[0.30 0.08 0.11]
5854,186,3.5,workload,if you're naturally good at math this class won't be too bad.,[0.38 0.32 0.54]
5854,186,3.5,instructional_effectiveness,i would avoid skipping as he covers about a section a lecture.,[0.42 0.24 0.37]
5854,186,3.5,workload,"homework is tough, but the quizzes and exams are quite easy.",[0.37 0.39 0.63]
5855,186,4.5,instructional_effectiveness,"sharp guy, expects a lot from his students sometimes i think he confuses us with his grad students.",[0.50 0.35 0.38]
5855,186,4.5,workload,"he doesn't always work out solutions to the homework problems before he assigns them, which can turn into long and grueling homework sessions.",[0.38 0.35 0.43]
5855,186,4.5,workload,"homework took roughly ten hours a week, often more.",[0.26 0.29 0.52]
5855,186,4.5,instructional_effectiveness,"however, it was definitely worth being in his class.",[0.39 0.29 0.28]
5856,186,3.5,instructional_effectiveness,homework due twice a week very hard.,[0.32 0.14 0.29]
5856,186,3.5,workload,tests 2 exams and a final were easier than the homework.,[0.42 0.41 0.61]
5856,186,3.5,workload,quizzes once a week.,[0.43 0.33 0.53]
5856,186,3.5,instructional_effectiveness,"difficult class, but some interesting proofs.",[0.28 0.13 0.25]
5856,186,3.5,misc,funny guy,[0.18 0.04 0.04]
5857,186,1.0,instructional_effectiveness,this professor was terrible.,[0.34 0.31 0.28]
5858,186,4.5,workload,"the class was hard, but not beyond what someone in an honors math class should be able to manage.",[0.38 0.42 0.60]
5858,186,4.5,instructional_effectiveness,"he gave up his own time for a problem session, and was helpful with office hours.",[0.32 0.11 0.19]
5858,186,4.5,misc,highly recommended,[0.16 0.04 0.13]
5859,186,3.0,workload,"very very difficult, even for an honors course.",[0.39 0.34 0.66]
5859,186,3.0,workload,not impossible though a good challenge for someone looking to do well in a math career.,[0.24 0.24 0.44]
5859,186,3.0,instructional_effectiveness,"he explains well, but the material can be so murky that it is still takes time to sift through.",[0.46 0.13 0.27]
5859,186,3.0,instructional_effectiveness,gave up his own time to give us an unofficial recitation session i highly recommend him.,[0.35 0.16 0.18]
5860,186,4.5,instructional_effectiveness,"great teacher, commited to helping students understand calculus and do well in the class.",[0.44 0.33 0.24]
5861,186,2.5,instructional_effectiveness,excellent communications ability,[0.43 0.15 0.31]
5862,186,5.0,misc,hes hilarious,[0.15 -0.02 0.01]
5862,186,5.0,instructional_effectiveness,i liked the lectures,[0.53 0.22 0.37]
5863,186,4.0,instructional_effectiveness,he's a really good professor and does a lot of examples to help you understand.,[0.54 0.16 0.30]
5863,186,4.0,misc,i would definitely recommend him.,[0.12 0.09 0.01]
5865,186,5.0,instructional_effectiveness,i like him because i understand him when he teaches me in class.,[0.41 0.18 0.15]
5866,186,4.5,misc,abbas is hilarious!!!,[0.12 0.07 0.01]
5867,186,3.0,instructional_effectiveness,"he's not a great prof, but he's a damn genius and he's really funny.",[0.36 0.17 0.15]
5868,1139,2.0,instructional_effectiveness,i wouldnt take a class by him again unless it was free.,[0.28 0.22 0.23]
5868,1139,2.0,fairness,he just wasnt a good teacher.,[0.34 0.34 0.25]
5868,1139,2.0,misc,acted bothered if you tried to contact him.,[0.06 0.02 0.03]
5868,1139,2.0,workload,i did take the class online,[0.28 0.15 0.35]
5868,1139,2.0,misc,so maybe it was that.,[0.01 0.03 0.03]
5868,1139,2.0,workload,but the class wasnt too hard just a lot of memorizing medical terms.,[0.38 0.33 0.57]
5869,1139,5.0,workload,taking online class.,[0.46 0.23 0.48]
5869,1139,5.0,instructional_effectiveness,"good teacher, nice and helpful.",[0.57 0.35 0.35]
5869,1139,5.0,instructional_effectiveness,organized and clear.,[0.40 0.26 0.35]
5869,1139,5.0,instructional_effectiveness,study the vocabulary and you're golden.,[0.35 0.20 0.30]
5870,1139,5.0,workload,i took this class on line this summer.,[0.34 0.20 0.43]
5870,1139,5.0,misc,doctor coleman was extreemly helpful and quick with getting back to me with any questions.,[0.22 0.08 0.15]
5870,1139,5.0,instructional_effectiveness,i struggled a bit at the beginning but he kept with me and was encouraging through the course.,[0.41 0.27 0.36]
5870,1139,5.0,fairness,i wound up getting an a. i would highly recommend him.,[0.34 0.44 0.38]
5871,1139,5.0,instructional_effectiveness,i took professor coleman's web class.,[0.38 0.10 0.32]
5871,1139,5.0,workload,"we had 4 multiple choice tests over terms, a homework case study test, and a final case study test this one was a bit difficult.",[0.35 0.37 0.55]
5871,1139,5.0,workload,"if you do what is expected of you, this can be a very easy class.",[0.44 0.30 0.61]
5871,1139,5.0,workload,there is a list of terms that is given at the beginning of the semester.,[0.31 0.23 0.37]
5871,1139,5.0,workload,memorize these and you'll make an a.,[0.34 0.30 0.34]
5872,1139,4.5,workload,"i took the class ahc 115 v31 med term, college at home course.",[0.28 0.18 0.45]
5872,1139,4.5,workload,test are super easy.. only 4 all together.,[0.16 0.26 0.48]
5872,1139,4.5,workload,"3, are 75 multiple choice and 1, is 50 mc questions.",[0.24 0.30 0.41]
5872,1139,4.5,workload,just study and make note cards.,[0.37 0.26 0.55]
5872,1139,4.5,workload,i had no medical background what so ever and passed with a 94!!,[0.02 0.27 0.32]
5872,1139,4.5,misc,extra credit is offered emoji,[0.11 0.12 0.00]
5873,1139,5.0,instructional_effectiveness,"all tho i didnt get him for a lecture class, he is a great support for the college at home course.",[0.48 0.15 0.27]
5873,1139,5.0,misc,"willing to help, and very understanding!!!",[0.15 0.10 0.09]
5873,1139,5.0,misc,"he is a wise man, with compassion to seeing you succeed...",[0.22 0.07 0.06]
5874,1139,5.0,misc,he is great.,[0.17 0.04 -0.05]
5874,1139,5.0,instructional_effectiveness,i have him for medical terminology and i absolutely love his class and his ways of grading our tests.,[0.51 0.37 0.37]
5874,1139,5.0,misc,if i could i would take him again.,[-0.02 0.06 -0.06]
5875,1139,5.0,workload,his class was majorly easy!,[0.41 0.43 0.49]
5875,1139,5.0,instructional_effectiveness,"he gives notes for each chapter section, and test reviews.",[0.53 0.35 0.44]
5875,1139,5.0,misc,"however, his lab makes you sweat a bit...",[0.09 0.03 0.05]
5875,1139,5.0,misc,"but when it's fun, it's great.",[0.12 0.15 0.13]
5876,1139,5.0,misc,he is gneiss as schist.,[0.12 0.03 0.00]
5876,1139,5.0,misc,we love you mr coleman!!,[0.04 0.05 -0.06]
5876,1139,5.0,misc,you know who this is from!,[0.07 -0.02 -0.02]
5877,1139,4.0,misc,i loved mr coleman.,[0.09 0.02 -0.03]
5877,1139,4.0,fairness,"his class is hard, but his grading is very fair.",[0.42 0.65 0.48]
5877,1139,4.0,misc,i disagree with the previous comment.,[0.11 0.08 -0.01]
5877,1139,4.0,instructional_effectiveness,"he does teach on a students level, it's just a college student's level, not a 5th grade one.",[0.49 0.32 0.24]
5878,1139,1.0,instructional_effectiveness,"mr coleman has a wonderful personality, and if i were a paleontologist listining to his sermons, i would probably understand his class.",[0.32 0.07 0.09]
5878,1139,1.0,instructional_effectiveness,he doesn't teach on a student's level.,[0.48 0.37 0.28]
5878,1139,1.0,instructional_effectiveness,he should be teaching a harvard level geology course.,[0.34 0.18 0.23]
5883,1245,5.0,instructional_effectiveness,ms mulcahy is a very good art design teacher.,[0.42 0.21 0.28]
5883,1245,5.0,instructional_effectiveness,she is willing to help and is very clear in what she expects from each assignment.,[0.48 0.35 0.40]
5883,1245,5.0,workload,"since this is a design art course, you will be doing many different projects throughout the semester, so it is in your best interest that you go to class!",[0.39 0.14 0.45]
5884,1245,5.0,workload,"mrs mulcahy was so easy, but the best part is i still learned in this class!",[0.40 0.26 0.41]
5884,1245,5.0,workload,"just do the assigments how she wants, have the book and the notes for the online tests, come to class, and you will have no trouble making an a. attendance is huge, and just try to understand what she's asking for on assignments.",[0.33 0.42 0.58]
5884,1245,5.0,workload,turn in early work!!,[0.06 0.15 0.30]
5884,1245,5.0,misc,she's great!,[0.14 0.09 -0.01]
5885,1245,5.0,workload,i'm not even sure if easy is the word for her class.,[0.37 0.39 0.51]
5885,1245,5.0,workload,as long as you turn in every assignment and look at the book notes during the online tests you are basically gaurenteed an a. also make sure to attend as much as possible that is part of your participation grade.,[0.33 0.49 0.52]
5885,1245,5.0,workload,i did everything the day it was due in her class,[0.30 0.36 0.42]
5885,1245,5.0,misc,so i'm not joking.,[0.04 -0.02 -0.02]
5886,1245,4.0,instructional_effectiveness,not as hard if you study her notes and take notes on any keywords and points she makes during lectures.,[0.54 0.28 0.53]
5886,1245,4.0,instructional_effectiveness,just pay attention.,[0.28 0.09 0.23]
5886,1245,4.0,workload,i got extra points on all of my papers and projects and most of them were done last minute.,[0.16 0.30 0.37]
5886,1245,4.0,fairness,"however, she's so hard on attendance that missing 4 classes last semester dropped my grade a full letter, which was very frustrating.",[0.21 0.44 0.39]
5887,1245,1.5,workload,her class was extremely boring and i am an art major!,[0.26 0.25 0.33]
5887,1245,1.5,workload,"the class was easy, but there was a lot of assignments.",[0.44 0.33 0.64]
5887,1245,1.5,workload,as long as you do all the assignments on time and always show up to class you will pass.,[0.24 0.42 0.53]
5887,1245,1.5,misc,i never talked in there because she will make you feel stupid.,[0.07 -0.02 0.01]
5887,1245,1.5,instructional_effectiveness,i know a lot about art,[0.27 0.01 0.21]
5887,1245,1.5,misc,but she would make me feel so dumb for sharing.,[0.04 0.04 -0.04]
5888,1245,5.0,workload,super easy class.,[0.46 0.30 0.57]
5888,1245,5.0,instructional_effectiveness,she gives extra points for attending class.,[0.40 0.36 0.38]
5888,1245,5.0,workload,"there is a lot of work, but it is very easy as long as you show up to class and listen to how to do it.",[0.35 0.24 0.60]
5888,1245,5.0,misc,i would recommend her for sure! profanity,[0.08 0.09 -0.02]
5889,1245,5.0,instructional_effectiveness,i took her printmaking class.,[0.26 0.14 0.20]
5889,1245,5.0,misc,it was very fun!,[0.13 0.06 0.09]
5889,1245,5.0,instructional_effectiveness,"it is not like a highschool art class, where you just make art and it is cool you must try to make good composition she cares more about that than subject matter.",[0.44 0.36 0.40]
5889,1245,5.0,misc,"if you can understand the way she thinks, then you can figure out what she wants and do it!",[0.17 0.10 0.07]
5889,1245,5.0,instructional_effectiveness,she is a great teacher and knows her stuff!,[0.48 0.26 0.23]
5890,1245,5.0,instructional_effectiveness,i really did not care for art until i took her class.,[0.33 0.23 0.31]
5890,1245,5.0,instructional_effectiveness,she is very clear in her class checklist and made me like art,[0.46 0.38 0.38]
5891,1245,3.5,instructional_effectiveness,art 101 is drawing 1.,[0.32 0.17 0.25]
5891,1245,3.5,instructional_effectiveness,"i learned a lot in this class, but it's not a class you can joke about.",[0.49 0.29 0.46]
5891,1245,3.5,instructional_effectiveness,she is very serious with work because it is a studio class.,[0.41 0.29 0.38]
5891,1245,3.5,fairness,"students have to be hardworking and show improvement for her to be happy, which is sensible.",[0.47 0.48 0.41]
5891,1245,3.5,instructional_effectiveness,i do recommend her as a drawing teacher.,[0.37 0.21 0.20]
5892,1245,1.5,workload,"the worst art class i have ever taken, and this is harsh since i am an art major and love to write.",[0.32 0.31 0.47]
5892,1245,1.5,instructional_effectiveness,constantly unclear and became frustrated when you didn't understand.,[0.44 0.23 0.35]
5892,1245,1.5,fairness,i asked for extra credit because she wanted to use presentation of mine for future use and she accused me of being manipulative.,[0.25 0.28 0.18]
5892,1245,1.5,fairness,she grades essays hard despite her terrible grammar.,[0.36 0.40 0.34]
5893,1245,1.5,workload,why.. why.. why... are all the teachers in the art department insisted on making an easy intro to art class so freaking difficult???,[0.34 0.26 0.38]
5893,1245,1.5,workload,you can't miss a day or you lose 10points off your final grade.,[0.23 0.44 0.48]
5893,1245,1.5,workload,"you have to buy the expensive book, have to write papers, do quizzes and take test... are you kidding me??????",[0.35 0.30 0.62]
5894,1245,2.0,misc,very boring!!!,[0.22 0.07 0.21]
5894,1245,2.0,misc,she is elderly and soft spoken.,[0.14 0.03 0.02]
5894,1245,2.0,workload,"test are relatively hard however, my suggestion is to take her as a hybrid class.",[0.28 0.37 0.52]
5894,1245,2.0,misc,you only have to meet 7 times and everything else is online.,[-0.02 -0.03 0.07]
5894,1245,2.0,workload,"also, study the slides over and over.",[0.48 0.23 0.49]
5894,1245,2.0,workload,on every test the time limit is really short.,[0.17 0.28 0.46]
5895,1245,4.5,instructional_effectiveness,very nice and extremely helpful but the most boring class i've ever taken!,[0.50 0.32 0.47]
5895,1245,4.5,workload,tests and essays are pretty easy.,[0.41 0.36 0.65]
5895,1245,4.5,misc,just so sick of the pics.,[-0.03 -0.01 -0.01]
5895,1245,4.5,instructional_effectiveness,ready for class to be over,[0.35 0.24 0.35]
5896,1245,1.0,fairness,she is way too harsh when grading her essays.,[0.28 0.49 0.31]
5896,1245,1.0,workload,i never made below a 90 in my english class,[0.29 0.38 0.39]
5896,1245,1.0,fairness,but i got 60's on my essays in her class.,[0.32 0.41 0.37]
5896,1245,1.0,instructional_effectiveness,she thinks she's an english teacher apparently.,[0.34 0.18 0.24]
5896,1245,1.0,fairness,"i had to dumb down my essays to get an a. she did, however, let me re write my essay, so she isn't heartless.",[0.34 0.46 0.38]
5897,1245,1.0,workload,terrible class.,[0.39 0.38 0.41]
5897,1245,1.0,fairness,everyone i knew made a c or lower.,[0.13 0.41 0.36]
5897,1245,1.0,misc,it's by far the most boring clas you will ever go to.,[0.14 0.07 0.25]
5897,1245,1.0,workload,"i love art, but after this class, i rethought my art major.",[0.29 0.20 0.37]
5898,1245,2.5,instructional_effectiveness,"she is not a bad teacher, is always willing to help if you need it, it's just an extremley boring class, and is relativley hard.",[0.42 0.38 0.39]
5899,1245,4.5,instructional_effectiveness,"teaches a great foundation is art concepts and technique, takes great care that all the students understand ideas they may be unfamiliar with.",[0.61 0.31 0.39]
5900,1245,5.0,instructional_effectiveness,you actually learn something even if you're not interested in art,[0.41 0.14 0.33]
5901,162,1.0,misc,she's rude.,[0.12 0.08 0.04]
5901,162,1.0,instructional_effectiveness,when asked questions in class she says look it up.,[0.30 0.21 0.29]
5901,162,1.0,workload,read your book when you ask about due dates in class she tells you look online bring your syllabus to class.,[0.29 0.29 0.46]
5901,162,1.0,instructional_effectiveness,her lectures are crazy disorganized.,[0.40 0.18 0.33]
5901,162,1.0,workload,good luck taking notes.,[0.33 0.21 0.37]
5901,162,1.0,workload,tests are insanely hard.,[0.28 0.37 0.58]
5901,162,1.0,workload,taking notes and reading the book doesn't help.,[0.48 0.18 0.49]
5901,162,1.0,workload,papers are easy.,[0.16 0.07 0.27]
5901,162,1.0,misc,once i liked art...,[0.11 0.01 0.05]
5902,162,1.0,fairness,"top 3 worst teachers i've had at vol state, she is rude and reads from power points every class, all class.",[0.29 0.34 0.28]
5902,162,1.0,misc,accused me of plagerizing an opinionated paper like i was not capable of producing a material.,[0.24 0.18 0.18]
5902,162,1.0,instructional_effectiveness,would not take awful teacher.,[0.39 0.38 0.38]
5903,162,2.0,workload,"this teacher will kill your gpa, if you looking for an art class just because your major calls for one look further.",[0.34 0.34 0.39]
5903,162,2.0,workload,this is no ordinary art class as the criteria may state.,[0.43 0.32 0.47]
5903,162,2.0,instructional_effectiveness,"she sucks at everyway she teaches, talks all class, more like a history class.",[0.41 0.33 0.35]
5903,162,2.0,workload,i swear you could take the powerpoints from lecture and still fail her test.,[0.43 0.32 0.46]
5904,162,2.5,workload,very boring class.,[0.44 0.28 0.49]
5904,162,2.5,misc,she seems like she doesn't really come off clear a lot of times.,[0.17 0.16 0.11]
5905,162,5.0,workload,i took this class online.,[0.33 0.17 0.38]
5905,162,5.0,misc,it wasn't bad at all.,[-0.00 0.09 0.08]
5905,162,5.0,workload,you get extra credit opportunities.,[0.32 0.25 0.33]
5905,162,5.0,workload,it is very clear what she expects of you.,[0.22 0.24 0.27]
5905,162,5.0,fairness,"if you can't follow simple directions, it will be reflected in your grade.",[0.43 0.54 0.52]
5906,162,3.5,instructional_effectiveness,i took her online class.,[0.28 0.18 0.25]
5906,162,3.5,instructional_effectiveness,"wow, she expected more writing than my english comp class did!!",[0.42 0.35 0.38]
5906,162,3.5,fairness,"graded fairly easily on discussion posts, but her tests were pretty hard.",[0.39 0.55 0.54]
5906,162,3.5,fairness,i finished up with a b.,[0.21 0.43 0.37]
5907,162,4.0,misc,i liked her.,[0.09 0.07 -0.02]
5907,162,4.0,workload,"as long as you study, take lotssss of notes and keep up with the dates you will do great in her class.",[0.32 0.32 0.40]
5907,162,4.0,misc,she emails back fast too.,[0.10 -0.01 0.05]
5908,162,1.5,instructional_effectiveness,i am taking her online class and she is very rude and does not explain anything.,[0.34 0.22 0.26]
5908,162,1.5,workload,it seems like to me she hates her job and wants to take it out on her students.,[0.28 0.28 0.29]
5908,162,1.5,misc,i do not recommend her at all! profanity,[0.07 0.11 -0.01]
5909,162,2.0,instructional_effectiveness,i took her for art history and studio.,[0.35 0.30 0.35]
5909,162,2.0,misc,"first, she is inexplicably angry at our generation.",[0.18 0.05 0.06]
5909,162,2.0,misc,unjustly offended by technology.,[0.19 0.10 0.08]
5909,162,2.0,instructional_effectiveness,constantly accusing the class of not caring.,[0.36 0.32 0.33]
5909,162,2.0,instructional_effectiveness,convinced that her work in unappreciated.,[0.27 0.24 0.21]
5909,162,2.0,misc,"in studio, she will always have something negative to say.",[0.08 0.06 0.05]
5909,162,2.0,misc,hardly anything positive.,[0.15 0.08 0.13]
5909,162,2.0,instructional_effectiveness,expects the world out of her students.,[0.54 0.44 0.47]
5910,162,5.0,workload,i took ms hamptons hybrid art class.,[0.31 0.17 0.32]
5910,162,5.0,workload,the class was very tough and challenging.,[0.44 0.39 0.59]
5910,162,5.0,instructional_effectiveness,"however, i came to college to learn even if it was a subject out of my comfort zone i learned to appreciate art as i never did before her class.",[0.43 0.21 0.30]
5910,162,5.0,misc,"ms hampton is abrupt and to the point however, i loved her!",[0.17 0.11 0.08]
5910,162,5.0,workload,be prepared to work hard.,[0.27 0.19 0.52]
5910,162,5.0,fairness,your grade doesn't come for free!,[0.32 0.45 0.43]
5911,162,4.5,misc,i took her art appreciation class during my first semester of college.,[0.24 0.11 0.17]
5911,162,4.5,instructional_effectiveness,"before the class, i was a notorious critic of matisse i had never liked his work!",[0.32 0.25 0.28]
5911,162,4.5,instructional_effectiveness,"but after reading the book and hearing her lectures, i finally admire his work.",[0.37 0.09 0.14]
5911,162,4.5,workload,"take her class with an open mind, and you will do just fine!",[0.40 0.38 0.42]
5912,162,4.5,workload,i took this class as a 5 week summer session.,[0.40 0.33 0.51]
5912,162,4.5,workload,"i was a lot of work, but not hard.",[0.23 0.19 0.42]
5912,162,4.5,workload,you just have to put your best foot forward and try you will do fine.,[0.14 0.26 0.34]
5912,162,4.5,instructional_effectiveness,the biggest problem i had in the class was the rudeness of other students towards her.,[0.36 0.32 0.35]
5912,162,4.5,workload,"this class is not meant for an easy a, this is college do not expect her to just had you an a",[0.45 0.48 0.51]
5912,162,4.5,misc,and you will be fine.,[0.01 -0.01 0.05]
5913,162,1.5,misc,she was very rude and demeaning to all of my work that i submitted.,[0.13 0.19 0.16]
5913,162,1.5,instructional_effectiveness,she doesn't really teach very well.,[0.39 0.33 0.32]
5913,162,1.5,misc,do not take,[0.06 0.11 0.14]
5914,162,5.0,misc,i really liked her.,[0.06 0.06 -0.02]
5914,162,5.0,misc,i had her last semester,[0.15 0.18 0.24]
5914,162,5.0,fairness,and i made a a in her class.,[0.27 0.34 0.27]
5914,162,5.0,workload,you have a quiz about every 2 weeks over art work and the dates and the artists which is a easy a!,[0.30 0.25 0.40]
5914,162,5.0,instructional_effectiveness,you write 2 papers in her class.,[0.33 0.25 0.31]
5914,162,5.0,workload,the tests are easy.,[0.08 0.14 0.27]
5914,162,5.0,workload,just let her know that you want to do well in the class and at least try and you will make a a.,[0.31 0.33 0.34]
5915,162,4.0,instructional_effectiveness,i enjoyed her hybrid class very much.,[0.33 0.26 0.25]
5915,162,4.0,instructional_effectiveness,i think she made the discussions clear and easy to post.,[0.38 0.14 0.13]
5915,162,4.0,instructional_effectiveness,"she enjoys humor, so apply what you are learning to something real life with a smile on it and you will get high marks.",[0.35 0.30 0.29]
5915,162,4.0,instructional_effectiveness,participation a,[0.31 0.29 0.30]
5916,162,3.5,instructional_effectiveness,"regardless of personality flaws and teaching styles, hampton is still a human being.",[0.30 0.26 0.12]
5916,162,3.5,misc,she deserves respect and appreciation for what she does and the passion she possesses.,[0.20 0.19 0.07]
5916,162,3.5,instructional_effectiveness,"if you show you are making an effort to learn her material, that's all that matters.",[0.40 0.33 0.36]
5916,162,3.5,misc,"she doesn't expect you to love art, but to appreciate it.",[0.18 0.10 0.12]
5916,162,3.5,workload,that is key to passing her course.,[0.49 0.39 0.50]
5917,162,2.5,instructional_effectiveness,"i don't understand why teachers have to make a subject like art so boring and hard... and for the love of mary, why make students buy a book you don't even use half the time.",[0.40 0.28 0.40]
5918,162,4.0,misc,nice lady.. but takes art 1010 to an extreme.,[0.14 0.16 0.10]
5918,162,4.0,workload,do not take her if you're not a master in writing papers.,[0.26 0.17 0.31]
5918,162,4.0,instructional_effectiveness,she acts more like an english teacher than an art teacher at times.,[0.38 0.28 0.26]
5918,162,4.0,workload,test are easy if you study and go to class.,[0.24 0.28 0.55]
5918,162,4.0,workload,rarely used the book.,[0.26 0.11 0.27]
5918,162,4.0,instructional_effectiveness,you will learn a lot from her but needs to understand that she is not an english teacher.,[0.44 0.22 0.31]
5919,162,1.0,misc,this woman is extremely rude and hateful.,[0.03 0.05 0.01]
5919,162,1.0,instructional_effectiveness,"the first day i ever attended school at vol state, i was lost and sent to her to ask her where i should go for my art class.",[0.30 0.14 0.27]
5919,162,1.0,misc,"i knocked on her door, and she proceeded to rip the door open and tell me off in front of her class for interupting her lecture.",[0.20 0.15 0.16]
5919,162,1.0,misc,i was mortified.,[0.03 -0.00 -0.00]
5919,162,1.0,misc,she ruined my first day of college.,[0.14 0.16 0.21]
5920,162,1.0,misc,she is annoying!,[0.08 0.04 0.00]
5921,61,1.0,fairness,"alright, let me justify my rating.",[0.18 0.30 0.02]
5921,61,1.0,misc,"it's true, he's a nice guy but that's where the benefits end.",[-0.02 0.01 -0.10]
5921,61,1.0,workload,"sure he gives you test questions, but often, he'll change them or put new questions you never studied.",[0.40 0.31 0.41]
5921,61,1.0,misc,and if you don't word it correctly?,[0.10 0.10 0.02]
5921,61,1.0,misc,wrong.,[0.00 -0.03 -0.07]
5921,61,1.0,instructional_effectiveness,lectures are pointless if you're beyond the first row.,[0.45 0.18 0.35]
5921,61,1.0,workload,the books are not easy reading.,[0.43 0.21 0.44]
5921,61,1.0,misc,stay.,[0.03 -0.03 0.03]
5921,61,1.0,misc,away.,[0.01 0.00 -0.04]
5922,61,1.5,workload,this class is horrible i am in i right now.,[0.34 0.30 0.51]
5922,61,1.5,instructional_effectiveness,he does not teach he expects you to read these complicated ethic books and teach yourself and make your own study guides.,[0.31 0.11 0.15]
5922,61,1.5,instructional_effectiveness,so if you don't understand it you will fail the tests like half this class.,[0.48 0.30 0.42]
5922,61,1.5,workload,4 hard tests quizzes.,[0.40 0.44 0.60]
5922,61,1.5,instructional_effectiveness,he is useless as a teacher and isn't clear with what you should study.,[0.45 0.34 0.36]
5923,61,1.5,misc,avoid.,[0.07 0.04 0.09]
5923,61,1.5,misc,he may be very intelligent but only someone with bionic ears would be able to hear him speak.,[0.13 0.02 -0.01]
5923,61,1.5,instructional_effectiveness,"yes, it's helpful he gives test questions ahead of time because it would be impossible to pass otherwise.",[0.44 0.27 0.35]
5923,61,1.5,instructional_effectiveness,take philosophy with another professor!,[0.30 0.16 0.25]
5924,61,2.5,misc,"roda can be hard to understand since he talks really low, so you might want a seat in the first 3 rows.",[0.13 0.04 0.13]
5924,61,2.5,fairness,he is a harsh grader but he looks like he have a curve on most quizess and test.,[0.28 0.60 0.36]
5924,61,2.5,instructional_effectiveness,everything is based on the reading which can be hard to understand themselves.,[0.40 0.14 0.27]
5924,61,2.5,fairness,somethimes he will go overthings that wont be on the test.,[0.20 0.44 0.40]
5924,61,2.5,workload,overall its a hard class.,[0.47 0.38 0.63]
5925,61,1.0,workload,hated this class.,[0.36 0.34 0.46]
5925,61,1.0,fairness,"although he may be a 'nice old man ' he is nearly impossible to understand, and is the most unfair grader i have ever encountered does not care how much effort you put in studying wise, there is no chance of extra credit and his advice 'do better on the next one '.",[0.32 0.40 0.29]
5925,61,1.0,misc,i would never take a class with him again if you paid me.,[0.20 0.18 0.13]
5926,61,5.0,misc,took ethics with him.,[0.14 0.11 0.14]
5926,61,5.0,misc,he's basically yoda.,[0.06 0.06 -0.01]
5926,61,5.0,misc,i would kill anyone for roda.,[-0.10 -0.03 -0.09]
5926,61,5.0,misc,he's awesome,[0.16 0.01 -0.02]
5927,61,1.0,instructional_effectiveness,"donttake his classes, he is about70 80yrs old prob half blind, uses a cane, has a tube through his throat, you wont be able to hear past the 2row.",[0.32 0.16 0.28]
5927,61,1.0,instructional_effectiveness,the books were very hard to understand for me at leastethics by frankena was the mostconfusing i cant tell you enough dont take his class!,[0.47 0.19 0.42]
5927,61,1.0,misc,im warning you nowhe should be retierd!,[0.02 0.07 -0.09]
5927,61,1.0,workload,btw i am an a b studentnever d!,[0.29 0.23 0.34]
5928,61,4.0,workload,"tests are hard, but he gives review sheets with exact questions on them, he is hard to understand, but if you do the reading and ask questions the class isn't hard.",[0.41 0.39 0.54]
5928,61,4.0,misc,he will help anyone who wants it.,[0.21 -0.04 0.04]
5929,61,4.5,misc,cleaar your filthy ears out,[0.03 -0.00 -0.00]
5929,61,4.5,misc,listen to this man he knows what he is talking about,[0.05 0.05 0.02]
5929,61,4.5,instructional_effectiveness,gives all he has left to do it best philosophy doctor in my days,[0.31 0.16 0.12]
5930,61,1.0,instructional_effectiveness,professor roda is a horrible teacher.,[0.31 0.29 0.25]
5930,61,1.0,instructional_effectiveness,ethics and philosophy are great because they are subjects that allow a lot of personal interpretation.,[0.34 0.16 0.20]
5930,61,1.0,misc,"unfortunately, this deaf dumb blind old man, who can barely talk, is a very closed minded individual.",[0.20 0.07 0.03]
5930,61,1.0,workload,"though he tries to help you prepare with quizes and tests, he makes it virtually impossible to have the level of patience needed to do well in the class.",[0.44 0.42 0.48]
5930,61,1.0,instructional_effectiveness,im sure he was an outstanding teacher 40 years ago.,[0.33 0.28 0.15]
5931,61,4.5,misc,love this guy.,[0.13 0.07 0.01]
5931,61,4.5,misc,you need to grow up and pay attention.,[0.02 0.03 0.02]
5931,61,4.5,instructional_effectiveness,ask questions clearly and get a clear response.,[0.43 0.21 0.34]
5931,61,4.5,misc,roda's brilliant,[0.16 0.11 0.06]
5931,61,4.5,misc,but you should try to get in the first row to hear better.,[0.09 0.04 0.05]
5932,61,2.0,misc,beware the tracheotomy!,[0.03 0.03 0.14]
5933,61,4.0,misc,doctor roda is not at all the way most of these reviews make him sound.,[0.12 0.18 0.04]
5933,61,4.0,workload,i don't know how much easier he could make it seeing as he gives you all the test and quiz questions ahead of time.,[0.34 0.29 0.45]
5933,61,4.0,instructional_effectiveness,he also offeres to help with any questions you have.,[0.37 0.04 0.12]
